booth_no,forms_received,location,area_covered,booth_level_officer,pdf_file_name
352,Form 6  Form 7  Form 8  Form 8A,"GOVT. SENIOR SECONDARY SCHOOL , MANIMAJRA TOWN , (Room No. 2), MANIMAJRA TOWN",PIPLIWALA TOWN MANIMAJRA # 321 to 475,KIRAN PARKASH  G.S.S.SCHOOL MANIMAJRA,chandigarh_pdfs/w0010352.pdf
353,Form 6  Form 7  Form 8  Form 8A,"GOVT. SENIOR SECONDARY SCHOOL , (Room No. 3. Small Wing), MANIMAJRA TOWN",PIPLIWALA TOWN MANIMAJRA # 476 to 2160,KIRPAL SINGH  G.M. SEN. SEC. SCHOOL 33,chandigarh_pdfs/w0010353.pdf
354,Form 6  Form 7  Form 8  Form 8A,"GOVT. SENIOR SECONDARY SCHOOL , (Room No. 4, Small Wing), MANIMAJRA TOWN",PIPLIWALA TOWN MANIMAJRA # 2161 to 2590,"RAJESH KUMAR  GMSSS, MANIMAJRA TOWN, CHD",chandigarh_pdfs/w0010354.pdf
355,Form 6  Form 7  Form 8  Form 8A,"GOVT. SENIOR SECONDARY SCHOOL , MANIMAJRA TOWN , (Room No. 5, Small Wing), MANIMAJRA TOWN","MANIMAJRA BANK COLONY # 1 to 119,SARKARI VATERNERI HOSPITAL",BHUWAN CHAND  CHB. 9,chandigarh_pdfs/w0010355.pdf
356,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL HIGH SCHOOL POCKET NO.8 , MANIMAJRA , (Room No. 103, New Wing), MANIMAJRA","MANIMAJRA BANK COLONY # 120 to 3186,ADARSH COLONY # 1 to 400,AREY WALI GALI # 36 to 2035,POLICE HEAD QUARTERS# 1 to 363",BHAG SINGH  GOVT.MODEL SEN. SEC.SCHOOL 33,chandigarh_pdfs/w0010356.pdf
357,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL HIGH SCHOOL POCKET NO.8 , MANIMAJRA , (Room No. 105, New Wing), MANIMAJRA",SUBHASH NAGAR MANIMAJRA # 1 to 220,ARUN KUMAR  SPORTS DEPTT 42,chandigarh_pdfs/w0010357.pdf
358,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL HIGH SCHOOL, NEAR BUS STAND, MANIMAJRA , (Room No. 8), MANIMAJRA","MANIMAJRA NEW DARSHANI BAG# 1 to 1120,WATER WORKSMOTOR MARKET # 1 to 1470,SAIN MANDIR,JAMA MASJID,SCF MOTOR MARKET,VISHKARMA MANDIR,CIVIL HOSPITAL # 1 to 18A",DEEPAK KUMAR  GHS COLONY NO-4,chandigarh_pdfs/w0010358.pdf
359,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL HIGH SCHOOL, NEAR BUS STAND, MANIMAJRA , (Room No. 9), MANIMAJRA","MANIMAJRA OLD ROPAR ROAD # 1 to 1990,OLD DARSHANI DAG # 4 to 1879, MOTOR MARKET # 1 to 1470,SAIN MANDIR,JAMA MASJID,SCF MOTOR MARKET,VISHKARMA MANDIR,CIVIL HOSPITAL # 1 to 18A","SUNIL KUMAR  GMSSS, SECTOR 46 CHANDIGARH",chandigarh_pdfs/w0010359.pdf
360,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL HIGH SCHOOL POCKET NO.8 , MANIMAJRA , (Room No.102, New Wingh), MANIMAJRA",MARI WALA TOWN MANIMAJRA # 1 to 2375,ASHOK KUMAR  MEDICAL OFFFICER OF HEALTH 30 BAYS BUIL. 17,chandigarh_pdfs/w0010360.pdf
361,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL HIGH SCHOOL POCKET NO.8 , MANIMAJRA , (Room No. 106, New Wing), MANIMAJRA",MARIWALA TOWN MANIMAJRA # 2376 to 2600,BHUPINDER SINGH  MEDICAL DEPTT HEALTH,chandigarh_pdfs/w0010361.pdf
362,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL MIDDEL SCHOOL POCKET NO 10, MANIMAJRA , (Music Room), MANIMAJRA",BANGLA MOHALLA MANIMAJRA,"AMANDEEP SINGH  GMHS SECTOR 41, CHD",chandigarh_pdfs/w0010362.pdf
363,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL MIDDEL SCHOOL POCKET NO 10 , (Library), MANIMAJRA",SHANTI NAGAR MANIMAJRA # 1 to 200,BHANGI RAM  PEC 12,chandigarh_pdfs/w0010363.pdf
364,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL MIDDEL SCHOOL POCKET NO 10, MANIMAJRA , (Room No. VIII B), MANIMAJRA","SHANTI NAGAR MANIMJRA # 201 to 2540,TUBEWELL,CHURCH,COMMUNITY CENTRE","SONU  MOH, SECTOR 17 CHANDIGARH",chandigarh_pdfs/w0010364.pdf
365,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL MIDDEL SCHOOL POCKET NO 10, MANIMAJRA , (Room No. VIII A), MANIMAJRA","MANIMAJRA MATA RAJ KAUR MOHALLA # 414 to 1790,IMLI WALA MOHALLA # 379 to 1059,NAYIAN WALA MOHALLA # 619 to 842,MANIMAJRA # 638 to 1786",YASHODHAN SINGH  GOVT.MODEL SEN.SEC.SCHOOL 20D,chandigarh_pdfs/w0010365.pdf
366,Form 6  Form 7  Form 8  Form 8A,"GOVT. PRIMARY SCHOOL, NO. 2 , MANIMAJRA , (Room No. 6), MANIMAJRA",DERA SAHIB MANIMAJRA # 1 to 1972,VIJAY KUMAR  GHS SECTOR 38-B,chandigarh_pdfs/w0010366.pdf
367,Form 6  Form 7  Form 8  Form 8A,"GOVT. PRIMARY SCHOOL NO1, MANIMAJRA , (Room No. Class V A), MANIMAJRA","MANIMAJRA DARWAJIAN WALAMOHALLA # 593 to 1954,BHARAMAL MOHALLA # 646 to 1988,KHATTIKIAN WALA MOHALLA # 802 to 1217,RAJ PROHIT # 1602 to 1629,NEAR QILLA # 562 to 1972,QUILLA # 438 to 1658",JATINDER KUMAR  GHS COLONY NO 4,chandigarh_pdfs/w0010367.pdf
368,Form 6  Form 7  Form 8  Form 8A,"GOVT. PRIMARY SCHOOL NO1, MANIMAJRA , (Room No. Class IV A), MANIMAJRA","MANIMAJRA ARORA MOHALLA # 523 to 1936,MAIN BAZAR,BAZAR,KUMHARAN WALAMOHALLA # 61 to 1900,SHIV MANDIR",SANJAY KUMAR  P.G.G.C 11,chandigarh_pdfs/w0010368.pdf
369,Form 6  Form 7  Form 8  Form 8A,"GOVT. PRIMARY SCHOOL NO1, MANIMAJRA , (Room No. Class III A), MANIMAJRA","MANIMAJRA MORI GATE # 15 to 1535,CHILD PARK MORI GATE",RAKESH KUMAR  GMSH POCKET NO 8,chandigarh_pdfs/w0010369.pdf
370,Form 6  Form 7  Form 8  Form 8A,"GOVT. PRIMARY SCHOOL NO1, MANIMAJRA , (Room No. Classs III B), MANIMAJRA","MANIMAJRA MORIGATE # 1536 to 1968,MASJID MORIGATE # 1039 to 1950,RAIYAN WALA MOHALLA # 1492 to 1828,PEER WALI GALI # 541 to 1972,CHURIAN WALA MOHALLA # 329 to 1589","SUSHIL KUMAR  GMSSS, SECTOR 25 CHANDIGARH",chandigarh_pdfs/w0010370.pdf
371,Form 6  Form 7  Form 8  Form 8A,"GOVT. PRIMARY SCHOOL NO1 , (Room No. Class Nursery ), MANIMAJRA",MANIMAJRA GOBIND PURA # 1 to 1125,VIKAS SINGH  PGC BOYS-SEC 11,chandigarh_pdfs/w0010371.pdf
372,Form 6  Form 7  Form 8  Form 8A,"GOVT. PRIMARY SCHOOL NO1, MANIMAJRA , (Room No. Class IV B), MANIMAJRA","MANIMAJRA GOBINDPURA # 1126 to 2238,BALMIKI MOHALLA# 442 to 1824,NAGLA MOHALLA # 146 to 1491,RAVI DASS DHARAMSHALL",CHAJU RAM  GPS RAILWAY COLONY CHANDIGARH,chandigarh_pdfs/w0010372.pdf
373,Form 6  Form 7  Form 8  Form 8A,"GOVT. PRIMARY SCHOOL NO1, MANIMAJRA , (Room No. ), MANIMAJRA","MANIMAJRA THAKUR DWARA MOHALLA # 1 to 1975,COMMUNITY CENTRE,SHIV MANDIR THAKUR DWARA ,JATTAN WALA MOHALLA",RAJESH KUMAR  GCG SEC-42,chandigarh_pdfs/w0010373.pdf
374,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL HIGH SCHOOL, NEAR BUS STAND, MANIMAJRA , (Room No. 10), MANIMAJRA",MANIMAJRA SAMADHI GATE MOHALLA # 1 to 375,"AMIT KUMAR  MEDICAL OF HEALTH DEPARTMENT, SECTOR 17 CHANDIGARH",chandigarh_pdfs/w0010374.pdf
375,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL HIGH SCHOOL, NEAR BUS STAND, MANIMAJRA , (Room No. 13), MANIMAJRA","MANIMAJRA SAMADHI GATE MOHALLA # 376 to 1981,PADHIAN WALA MOHALLA # 541 to 559,THATTERIAN WALA MOHALLA # 373 to 1981,TARKHANA WALA MOHALLA",GURDEEP SINGH  GMHS SEC-29,chandigarh_pdfs/w0010375.pdf
376,Form 6  Form 7  Form 8  Form 8A,"MUNCIPAL COORPORATION SUB OFFICE MANIMAJRA , (Room No. 109), MANIMAJRA",HARIJAN MOHALLA MANIMAJRA # 1140 to 1955,RAJ KUMAR  ASSTT. DIRECTOR MALARIA 9,chandigarh_pdfs/w0010376.pdf
377,Form 6  Form 7  Form 8  Form 8A,"MUNCIPAL COORPORATION SUB OFFICE , (Room No. 111), MANIMAJRA","Manimajra Shivalik Enclave H.No 1 to 1589, SCF Shivalik Enclave 1 to 1022, Peer Lote Shah Dargaah, N.A.C. Manimajra H.No. 69, SCO SHIVALIK ENCLAVE MANIMAJRA","SUKHPAL  GMSSS, MANIMAJRA, CHANDIGARH",chandigarh_pdfs/w0010377.pdf
378,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL SENIOR SECONDARY SCHOOL, MODERN HOUSING COMPLEX OLD WING , MANIMAJRA , (Room No. 1), MANIMAJRA",MODERN HOUSING COMPLEX MANIMAJRA # 5001 to 5120/3,SANJAY KUMAR  PGGCG SECTOR 11,chandigarh_pdfs/w0010378.pdf
379,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL SENIOR SECONDARY SCHOOL, MODERN HOUSING COMPLEX OLD WING , (Room No. 8), MANIMAJRA",MODERN HOUSING COMPLEX MANIMAJRA # 5121 to 5260/3,AMRIK SINGH  GMSH SECTOR 20,chandigarh_pdfs/w0010379.pdf
380,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL SENIOR SECONDARY SCHOOL, MODERN HOUSING COMPLEX OLD WING , MANIMAJRA , (Room No. 3, Old Wing), MANIMAJRA",MODERN HOUSING COMPLEX MANIMAJRA # 5261 to 5400/3,CHUNI LAL THAKUR  GOVT.MODEL SEN. SEC. SCHOOL 10,chandigarh_pdfs/w0010380.pdf
381,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL SENIOR SECONDARY SCHOOL, MODERN HOUSING COMPLEX NEW WING,MANIMAJRA , (Room No.48), MANIMAJRA",MODERN HOUSING COMPLEX MANIMAJRA # 5401 to 5550,SUSHMA RANI  GPS RAILWAY COLONY,chandigarh_pdfs/w0010381.pdf
382,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL SENIOR SECONDARY SCHOOL, MODERN HOUSING COMPLEX NEW WING,MANIMAJRA , (Room No.50), MANIMAJRA",MODERN HOUSING COMPLEX MANIMAJRA # 5551 to 6000,VIKAS KUMAR  GOVT HIGH SCHOOL MAULI COLONY,chandigarh_pdfs/w0010382.pdf
383,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL SENIOR SECONDARY SCHOOL, MODERN HOUSING COMPLEX NEW WING , (Room No. 44), MANIMAJRA","MODERN HOUSING COMPLEX MANIMAJRA # 6001 to 6422/3,RAJIV VIHAR MANIMAJRA # 5856 to 6422,UPPAL MARBAL ARK MANIMAJRA ,FIRE STATION MANIMAJRA , PWD MANIMAJRA",VINOD KUMAR  GMSSS VIKAS NAGAR,chandigarh_pdfs/w0010383.pdf
384,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL HIGH SCHOOL,POCKET NO.8 NEW INDIRA COLONY, MANIMAJRA , (Room No. 101), MANIMAJRA","OLD INDIRA COLONY # 1 to 175,HARIZAN DHARAMSHALA MANIMAJRA, OLD RAVIDAS MANDIR OLD INDIRA COLONY MANIMAJRA",ACHHRO DEVI  GHS INDRA COLONY,chandigarh_pdfs/w0010384.pdf
385,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL HIGH SCHOOL,POCKET NO.8 NEW INDIRA COLONY, MANIMAJRA , (Room No. 105), MANIMAJRA","NEW INDIRA COLONY MANIMAJRA # 176 to 440,ANGANWADI BUILDING 2",SURINDER RANA  CHB SECTOR 9,chandigarh_pdfs/w0010385.pdf
386,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL HIGH SCHOOL,POCKET NO.8 NEW INDIRA COLONY, MANIMAJRA , (Room No. 106), MANIMAJRA","NEW INDIRA COLONY MANIMAJRA # 441 to 690,SHIV MANDIR NEW INDIRA COLONY MANIMAJRA",BHARAT PAL  CHB SECTOR 9,chandigarh_pdfs/w0010386.pdf
387,Form 6  Form 7  Form 8  Form 8A,"GOVT. MIDDLE SCHOOL, NEW INDIRA COLONY (OLD WING) , MANIMAJRA , (Room No 2), MANIMAJRA",NEW INDIRA COLONY MANIMAJRA # 691 to 1080,"HARJINDER SINGH  DEPT.OF GEOGRAPHY,PUN. UNI. 14",chandigarh_pdfs/w0010387.pdf
388,Form 6  Form 7  Form 8  Form 8A,"GOVT. MIDDLE SCHOOL, NEW INDIRA COLONY (NEW WING) , MANIMAJRA , (Room No . 8), MANIMAJRA",NEW INDIRA COLONY MANIMAJRA # 1081 to 1400,SATPAL  ESIC,chandigarh_pdfs/w0010388.pdf
389,Form 6  Form 7  Form 8  Form 8A,"GOVT. MIDDLE SCHOOL, NEW INDIRA COLONY (OLD WING) , MANIMAJRA , (Room No . 10), MANIMAJRA",NEW INDIRA COLONY MANIMAJRA # 1401 to 1735,RATTAN CHAND  GSSS KHUDA LAHORA,chandigarh_pdfs/w0010389.pdf
390,Form 6  Form 7  Form 8  Form 8A,"GOVT. MIDDLE SCHOOL, NEW INDIRA COLONY (NEW WING) , (Room No .14), MANIMAJRA",NEW INDIRA COLONY MANIMAJRA # 1736 to 2035,"RAKESH KUMAR  GMS, VIKAS NAGAR, CHANDIGARH",chandigarh_pdfs/w0010390.pdf
391,Form 6  Form 7  Form 8  Form 8A,"GOVT. MIDDLE SCHOOL, NEW INDIRA COLONY (NEW WING) , MANIMAJRA , (Room No. 17), MANIMAJRA",NEW INDIRA COLONY MANIMAJRA # 2036 to 2320,KAMAL  GHS. 11,chandigarh_pdfs/w0010391.pdf
392,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL HIGH SCHOOL,POCKET NO.8 NEW INDIRA COLONY, MANIMAJRA , (Staff Room), MANIMAJRA","NEW INDIRA COLONY MANIMAJRA # 2321 to 2548, JHUGGIAN NEW INDIRA COLONY MANIMAJRA # 1 to 556, JANTA NAGAR INDIRA COLONY MANIMAJRA",APEEL DEV  GHS MAULI COLONY,chandigarh_pdfs/w0010392.pdf
393,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL SR SEC. SCHOOL OLD WING, VILLAGE MOULI JAGRAN , (Room No. 2 ), VILLAGE MAULI JAGRAN",VILLAGE MAULI JAGRAN # 1 to 120,RAMESH CHAND  G.S.S. VILLAGE MAULI,chandigarh_pdfs/w0010393.pdf
394,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL SR SEC. SCHOOL OLD WING, VILLAGE MOULI JAGRAN , (Room No. 4 ), VILLAGE MAULI JAGRAN",VILLAGE MAULI JAGRAN # 121 to 230,SEEMA RANI  G.S.S. VILLAGE MAULI,chandigarh_pdfs/w0010394.pdf
395,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL SR SEC. SCHOOL OLD WING, VILLAGE MOULI JAGRAN , (Room No. 6 ), VILLAGE MAULI JAGRAN",VILLAGE MAULI JAGRAN # 231 to 415,ANJANA KUMARI  G.S.S. VILLAGE MAULI,chandigarh_pdfs/w0010395.pdf
396,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL SR SEC. SCHOOL OLD WING, VILLAGE MOULI JAGRAN , (Room No. 7), VILLAGE MAULI JAGRAN","VILLAGE MAULI JAGRAN # 416 to 700, VILLAGE MAULI JAGRAN PRACHIN SHIV MANDIR, VILLAGE MAULI JAGRAN GURU RAVIDAS MANDIR, VILLAGE MAULI JAGRAN BHATTA COLONY , KABRISTAN VILLAGE MAULI JAGRAN","SOMBIR  GPS,SECTOR 26",chandigarh_pdfs/w0010396.pdf
397,Form 6  Form 7  Form 8  Form 8A,"COMMUNITY CENTRE, VIKAS NAGAR , (Room No. 1), MAULI JAGRAN",VIKAS NAGAR MAULI JAGRAN # 1 to 350,RAM AVTAR  GMS POCKET NO. 6 MANIMAJRA CHD,chandigarh_pdfs/w0010397.pdf
398,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL HIGH SCHOOL, VIKAS NAGAR MOULI JAGRAN , (Room No. 3), MAULI JAGRAN",VIKAS NAGAR MAULI JAGRAN # 351 to 710,KAVITA RANI  GMS SEC-46,chandigarh_pdfs/w0010398.pdf
399,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL HIGH SCHOOL, VIKAS NAGAR MOULI JAGRAN , (Room No. 10), MAULI JAGRAN",VIKAS NAGAR MAULI JAGRAN # 711 to 1020,SIRI KRISHAN  GOVT. COLLEGE FOR BOYS 11,chandigarh_pdfs/w0010399.pdf
400,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL HIGH SCHOOL, VIKAS NAGAR MOULI JAGRAN , (Room No. 11), MAULI JAGRAN",VIKAS NAGAR MAULI JAGRAN # 1021 to 1410,"SOM PARKASH  P.G. GOVT. COLLEGE SECTOR 11, CHD",chandigarh_pdfs/w0010400.pdf
401,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL HIGH SCHOOL, VIKAS NAGAR MOULI JAGRAN , (Room No. 8), MAULI JAGRAN",VIKAS NAGAR MAULI JAGRAN # 1411 to 1760,RAKESH KUMAR  GMSSS SECTOR 16,chandigarh_pdfs/w0010401.pdf
402,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL HIGH SCHOOL, VIKAS NAGAR , (Room No. 107), MAULI JAGRAN","VIKAS NAGAR MAULI JAGRAN # 1761 to 2080, SHIV MANDIR VIKAS NAGAR MAULI JAGRAN",MANJEET KUMAR  GMHS VIKAS NAGAR MAULI JAGRAN,chandigarh_pdfs/w0010402.pdf
403,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL HIGH SCHOOL, VIKAS NAGAR MOULI JAGRAN , (Room No. 108), MAULI JAGRAN",VIKAS NAGAR MAULI JAGRAN # 2081 to 2420,ACHAL BISHT  C.I.H.M. SECTOR 42,chandigarh_pdfs/w0010403.pdf
404,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL HIGH SCHOOL, VIKAS NAGAR MOULI JAGRAN , (Room No. 101) , MAULI JAGRAN",VIKAS NAGAR MAULI JAGRAN # 2421 to 2765,GAUTAM YADAV  GMHS VIKSAS NAGAR,chandigarh_pdfs/w0010404.pdf
405,Form 6  Form 7  Form 8  Form 8A,"GOVT.MODEL SR SEC SCHOOL , NEW WING,VILLAGE MOULI JAGRAN , (Room No. 1), NEW WING, VILLAGE MAULI JAGRAN","MAULI JAGRAN COLONY ( CH. CHARAN SINGH COLONY # 1 to 360, CIVIL DISPENSARY MAULI JAGRAN COLONY",SANJEEV KUMAR  G.S.S. KHUDA LAHORA,chandigarh_pdfs/w0010405.pdf
406,Form 6  Form 7  Form 8  Form 8A,"GOVT.MODEL SR SEC SCHOOL , NEW WING , (Room No. 2), NEW WING, VILLAGE MAULI JAGRAN","MAULI JAGRAN COLONY ( CH. CHARAN SINGH COLONY # 361 to 685, ANGANWADI MAULI JAGRAN",PRITPAL SINGH  EXECUTIVE ENGINEER.CP DIV 2,chandigarh_pdfs/w0010406.pdf
407,Form 6  Form 7  Form 8  Form 8A,"ANGANWARI BUILDING , MOULI JAGRAN COLONY , (Room No. 2), MAULI JAGRAN COLONY","MAULI JAGRAN COLONY # 686 to 1190,","BHUPINDER SINGH  GMSSS SECTOR 22-A, CHD",chandigarh_pdfs/w0010407.pdf
408,Form 6  Form 7  Form 8  Form 8A,"ANGANWARI BUILDING , MOULI JAGRAN COLONY , (Room No. 1) West Wing , MAULI JAGRAN COLONY",MAULI JAGRAN COLONY # 1191 to 1480,SHEO RAM  GSSS. SECTOR 45,chandigarh_pdfs/w0010408.pdf
409,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL ,OLD WING, MOULI JAGRAN COLONY , Multi Media Room, MAULI JAGRAN COLONY",MAULI JAGRAN COLONY # 1481 to 1785,MULKH RAJ  GMSH. SECTOR 29,chandigarh_pdfs/w0010409.pdf
410,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL ,OLD WING, MOULI JAGRAN COLONY , (Room No. 1), MAULI JAGRAN COLONY",MAULI JAGRAN COLONY # 1786 to 2160,VIKAS  GMHS VIKAS NAGAR,chandigarh_pdfs/w0010410.pdf
411,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL ,OLD WING, MOULI JAGRAN COLONY , (Room No. 2), MAULI JAGRAN COLONY",MAULI JAGRAN COLONY # 2161 to 2510,"DINESH KUMAR  GMHS, VIKAS NAGAR, CHANDIGARH",chandigarh_pdfs/w0010411.pdf
412,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL ,OLD WING, MOULI JAGRAN COLONY , (Room No. 3), MAULI JAGRAN COLONY",MAULI JAGRAN COLONY # 2511 to 2820,BIJENDER SINGH  GHS MAULI COLONY,chandigarh_pdfs/w0010412.pdf
413,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL ,OLD WING, MOULI JAGRAN COLONY , , MAULI JAGRAN COLONY",MAULI JAGRAN COLONY # 2821 to 3140,KULDEEP RAI  GMSSS 21,chandigarh_pdfs/w0010413.pdf
414,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL ,OLD WING, MOULI JAGRAN COLONY , (Room No. 13 ), MAULI JAGRAN COLONY",MAULI JAGRAN COLONY # 3141 to 3475,SHESH RAM  CHANDIGARH HOUSING BOARD 9,chandigarh_pdfs/w0010414.pdf
415,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL ,OLD WING, MOULI JAGRAN COLONY , , MAULI JAGRAN COLONY",MAULI JAGRAN COLONY # 3476 to 3805,VIKAS  GHS DARIA,chandigarh_pdfs/w0010415.pdf
416,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL ,OLD WING, MOULI JAGRAN COLONY , (Room No. 14), MAULI JAGRAN COLONY",MAULI JAGRAN COLONY # 3806 to 4180,YASHPAL SINGH  ASSISTANT DIRECTOR MALARIA SECTOR 9,chandigarh_pdfs/w0010416.pdf
417,Form 6  Form 7  Form 8  Form 8A,"COMMUNITY CENTRE, MOULI JAGRAN COLONY , (Room No. 1 ), MAULI JAGRAN COLONY","MAULI JAGRAN COLONY # 4181 TO END, SANT NIRNKARI BHAWAN MAULI JAGRAN, RAILWAY COLONY MANIMAJRA",RAJESH KUMAR  GHS MAULI COLONY,chandigarh_pdfs/w0010417.pdf
418,Form 6  Form 7  Form 8  Form 8A,"GOVT. PRIMARY SCHOOL,MAULI JAGRAN PART-II,CHD , , MAULI JAGRAN",SMALL FLAT MAULI JAGRAN # 1 to 200,PREM CHAND  CHB SECTOR 9,chandigarh_pdfs/w0010418.pdf
419,Form 6  Form 7  Form 8  Form 8A,"GOVT. PRIMARY SCHOOL,MAULI JAGRAN PART-II,CHD , , MAULI JAGRAN",SMALL FLAT MAULI JAGRAN # 201 to 400,SUMAN  GMSSS KHUDA LAHORA,chandigarh_pdfs/w0010419.pdf
420,Form 6  Form 7  Form 8  Form 8A,"GOVT. MIDDLE SCHOOL, VILLAGE RAIPUR KALAN , (Room No. 1), RAIPUR KALAN","VILLAGE RAIPUR KALAN # 11H -212, VILLAGE MAKHAN MAJRA, VILLAGE MAKHAN MAJRA GURUDWARA SAHIB, VILLAGE MAKAHAN MAJRA AAKASH POLIYAMA ROTO BUILDING , VILLAGE MAKAHAN MAJRA RANA COMPLEX",KARNAIL SINGH  GMSSS. 21,chandigarh_pdfs/w0010420.pdf
421,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL , VILLAGE DARIYA , (Room No. 61), VILLAGE DARIYA",VILLAGE DARIYA # 1 to 155,VINOD KUMAR  GOVT ITI FORM WOMEN 11-C,chandigarh_pdfs/w0010421.pdf
422,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL , VILLAGE DARIYA , (Room No. 3), VILLAGE DARIYA","VILLAGE DARIYA # 156 to 300, VILLAGE GOVT HIGH SCHOL DARIYA, VILALGE SAAKHI SERVER SULTAN LALAN WALA SUFI PIR DARIYA",VIKAS  GMSSS SECTOR 32 C CHD,chandigarh_pdfs/w0010422.pdf
423,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL , VILLAGE DARIYA , (Room No. 6), VILLAGE DARIYA",VILLAGE DARIYA # 301 to 346,RAJPAL SINGH  GMSSS SECTOR 32 C CHD,chandigarh_pdfs/w0010423.pdf
424,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL , VILLAGE DARIYA , (Room No. 8), VILLAGE DARIYA",VILLAGE DARIYA #347 to 450,SOMNATH SHARMA  JT CML OFFICE MANIMAJRA,chandigarh_pdfs/w0010424.pdf
425,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL , (Room No. 9), VILLAGE DARIYA",VILLAGE DARIYA # 451 to 590,CHAND RAM  GMS VILLAGE DARIYA CHD,chandigarh_pdfs/w0010425.pdf
426,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL , VILLAGE DARIYA , (Room No. Hall Room), VILLAGE DARIYA","VILLAGE DARIYA # 591 TO END, VILAGE DARIYA GURUDWARA SINGH SABHA, KABADI MARKET DARIYA, VILLAGE DARIYA JHUGGIAN, VILAGE DARIYA RAILWAY COLONY, VILLAGE TUBWELL DARIYA, VILAGE GAS COLONY DARIYA",SUNDER SINGH  GMSSS 28,chandigarh_pdfs/w0010426.pdf
427,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL, VILLAGE HALLO MAJRA , (Room No. 1), VILLAGE HALLOMAJRA","VILLAGE HALLOMAJRA # 1 to 135, GURUDAWARA SINGH SAHIB HALLOMAJRA, TYPE 4 CRPF HALLOMAJRA # 1 to 197, BAIR MAJRA # 1 to 15",ANKIT ARORA  CHB SECTOR 9,chandigarh_pdfs/w0010427.pdf
428,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL, VILLAGE HALLO MAJRA , (Room No. Staff Room), VILLAGE HALLOMAJRA","VILLAGE HALLOMAJRA # 136 to 220, DEVDERSHAN DHOOP TUBWELL NO. 18 HALLOMAJRA",NARANTAK SHARMA  GOVT.MODEL HIGH SCHOOL 36D,chandigarh_pdfs/w0010428.pdf
429,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL, VILLAGE HALLO MAJRA , (Room No. 3), VILLAGE HALLOMAJRA",VILLAGE HALLOMAJRA # 221 to 345/2,RAMESH KUMAR  G.M.H.SCHOOL 29A,chandigarh_pdfs/w0010429.pdf
